REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,AGE,Current age,RESIDENCE,Residence,EDUCATION_LEVEL,Education Level,SERIES_FOOTNOTE,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,SOWC flag A,OBS_FOOTNOTE,OBS_STATUS,Observation Status,DATA_SOURCE,OBS_CONF,Observation confidentaility,TIME_PERIOD_METHOD,Time period activity related to when the data are collected,FREQ_COLL,Time interval at which the source data are collected
LAO,Lao People's Democratic Republic,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LAO,Lao People's Democratic Republic,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBN,Lebanon,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBN,Lebanon,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBN,Lebanon,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBN,Lebanon,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBN,Lebanon,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBN,Lebanon,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBN,Lebanon,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,11,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBR,Liberia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBR,Liberia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBR,Liberia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBR,Liberia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBR,Liberia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBR,Liberia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBR,Liberia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBY,Libya,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,18.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBY,Libya,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,16.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBY,Libya,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,13.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBY,Libya,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,23.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBY,Libya,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,24.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBY,Libya,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,15.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LBY,Libya,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,24.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LCA,Saint Lucia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,14.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LCA,Saint Lucia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,17.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LCA,Saint Lucia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,15.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LCA,Saint Lucia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,18.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LCA,Saint Lucia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,12.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LCA,Saint Lucia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,15.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LCA,Saint Lucia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,15.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LKA,Sri Lanka,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,2.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LKA,Sri Lanka,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LKA,Sri Lanka,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LKA,Sri Lanka,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,7.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LKA,Sri Lanka,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LKA,Sri Lanka,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LKA,Sri Lanka,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LSO,Lesotho,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,23,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LSO,Lesotho,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,28.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LSO,Lesotho,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,18,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LSO,Lesotho,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,23.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LSO,Lesotho,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,26.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LSO,Lesotho,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,20.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LSO,Lesotho,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,30.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LTU,Lithuania,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LTU,Lithuania,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LTU,Lithuania,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LTU,Lithuania,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LTU,Lithuania,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,9.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LTU,Lithuania,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LTU,Lithuania,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LUX,Luxembourg,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LUX,Luxembourg,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LUX,Luxembourg,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LUX,Luxembourg,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LUX,Luxembourg,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LUX,Luxembourg,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LUX,Luxembourg,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LVA,Latvia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,7.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LVA,Latvia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LVA,Latvia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LVA,Latvia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LVA,Latvia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,8.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LVA,Latvia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
LVA,Latvia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MAR,Morocco,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MAR,Morocco,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,10.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MAR,Morocco,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MAR,Morocco,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MAR,Morocco,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,10.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MAR,Morocco,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,8.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MAR,Morocco,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,12.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDA,Republic of Moldova,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDA,Republic of Moldova,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDA,Republic of Moldova,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,5.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDA,Republic of Moldova,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDA,Republic of Moldova,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDA,Republic of Moldova,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDA,Republic of Moldova,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,4.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDG,Madagascar,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,4.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDG,Madagascar,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,1.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDG,Madagascar,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDG,Madagascar,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDG,Madagascar,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,1.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDG,Madagascar,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,1.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDG,Madagascar,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDV,Maldives,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDV,Maldives,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,7.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDV,Maldives,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.8,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDV,Maldives,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,3.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDV,Maldives,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,4.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDV,Maldives,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,5.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MDV,Maldives,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MEX,Mexico,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MEX,Mexico,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MEX,Mexico,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MEX,Mexico,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MEX,Mexico,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MEX,Mexico,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MEX,Mexico,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MKD,North Macedonia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,18.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MKD,North Macedonia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,16.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MKD,North Macedonia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,18.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MKD,North Macedonia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,13.9,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MKD,North Macedonia,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,17.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MKD,North Macedonia,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,18.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MKD,North Macedonia,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,17.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLI,Mali,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,7.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLI,Mali,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLI,Mali,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,6.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLI,Mali,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,6.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLI,Mali,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,13.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLI,Mali,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,8.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLI,Mali,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,6.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLT,Malta,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.2,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLT,Malta,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLT,Malta,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.3,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLT,Malta,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,1.7,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLT,Malta,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLT,Malta,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,2.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MLT,Malta,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,3.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MMR,Myanmar,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MMR,Myanmar,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,0.6,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MMR,Myanmar,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MMR,Myanmar,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,R,Rural,_T,Total,,,,PCNT,%,2019,0.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MMR,Myanmar,GN_UNMPLY,Labour force unemployment rate,_T,Total,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.5,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MMR,Myanmar,GN_UNMPLY,Labour force unemployment rate,M,Male,Y_GE15,15 years old and over,_T,Total,_T,Total,,,,PCNT,%,2019,0.4,,,,A,Normal value,International Labour Organization (ILO),,,,,,
MMR,Myanmar,GN_UNMPLY,Labour force unemployment rate,F,Female,Y_GE15,15 years old and over,U,Urban,_T,Total,,,,PCNT,%,2019,1.1,,,,A,Normal value,International Labour Organization (ILO),,,,,,
